$rawName$,$cleanName$,$xlateName$,$status$
$Ingredients shown above are subject to 29 CFR 1910$,$ingredients shown above are subject to 29 cfr 1910$,$not a company$,$curated$
$Inhibitor$,$inhibitor$,$not a company$,$curated$
$Inland Ocean$,$inland ocean$,$inland ocean$,$curated$
$INLAND OCEAN, INC.$,$inland ocean, inc.$,$inland ocean$,$curated$
$Inland Operating Company$,$inland operating company$,$inland operating company$,$curated$
$Innopec$,$innopec$,$innospec$,$curated$
$InnoProp$,$innoprop$,$innoprop$,$curated$
$Innopsec Oilfield Services$,$innopsec oilfield services$,$innospec$,$curated$
$Innospce Oilfield Services$,$innospce oilfield services$,$innospec$,$curated$
$INNOSPEC$,$innospec$,$innospec$,$curated$
$Innospec$,$innospec$,$innospec$,$curated$
$Innospec Chemical$,$innospec chemical$,$innospec$,$curated$
$Innospec Oifield Services$,$innospec oifield services$,$innospec$,$curated$
$Innospec Oiifield Services$,$innospec oiifield services$,$innospec$,$curated$
$Innospec Oilfield$,$innospec oilfield$,$innospec$,$curated$
$Innospec Oilfield Service$,$innospec oilfield service$,$innospec$,$curated$
$Innospec OIlfield Services$,$innospec oilfield services$,$innospec$,$curated$
$Innospec Oilfield Services$,$innospec oilfield services$,$innospec$,$curated$
$INNOSPEC OILFIELD SERVICES$,$innospec oilfield services$,$innospec$,$curated$
$Innospec Oilfield services$,$innospec oilfield services$,$innospec$,$curated$
$Innospec Oilfield Services (BWA)$,$innospec oilfield services (bwa)$,$innospec$,$curated$
$Innospec Oilfield Sevices$,$innospec oilfield sevices$,$innospec$,$curated$
$Innospec Oilfiield Services$,$innospec oilfiield services$,$innospec$,$curated$
$Innospec Oilfiled Services$,$innospec oilfiled services$,$innospec$,$curated$
$Innospec Olfield Services$,$innospec olfield services$,$innospec$,$curated$
$Innsopec$,$innsopec$,$innospec$,$curated$
$Inoric LLC$,$inoric llc$,$finoric$,$curated$
$INPEX Eagle Ford, LLC$,$inpex eagle ford, llc$,$inpex eagle ford, llc$,$curated$
$INR Operating, LLC$,$inr operating, llc$,$inr operating$,$curated$
$Integrated Microbial Delivery, Inc.$,$integrated microbial delivery, inc.$,$integrated microbial delivery$,$curated$
$integrity$,$integrity$,$integrity$,$curated$
$Integrity Bio-Chem$,$integrity bio-chem$,$integrity$,$curated$
$Integrity Bio-Chem, LLC$,$integrity bio-chem, llc$,$integrity$,$curated$
$Integrity Biochem$,$integrity biochem$,$integrity$,$curated$
$Integrity BioChem$,$integrity biochem$,$integrity$,$curated$
$Integrity Biochemical$,$integrity biochemical$,$integrity$,$curated$
$Integrity Delaware LLC$,$integrity delaware llc$,$integrity$,$curated$
$Integrity Delaware, LLC$,$integrity delaware, llc$,$integrity$,$curated$
$Integrity Industries$,$integrity industries$,$integrity$,$curated$
$Integrity Industries, Inc.$,$integrity industries, inc.$,$integrity$,$curated$
$Intergrated Microbial Delivery, Inc.$,$intergrated microbial delivery, inc.$,$integrated microbial delivery$,$curated$
$INTERNATI$,$internati$,$ambiguous$,$curated$
$INTERNATI ON PLOYMETRI CS$,$internati on ploymetri cs$,$international polymerics$,$curated$
$INTERNATI ONAL$,$internati onal$,$ambiguous$,$curated$
$INTERNATI ONAL POLYMETRI CS$,$internati onal polymetri cs$,$international polymerics$,$curated$
$INTERNATIONAL$,$international$,$ambiguous$,$curated$
$International$,$international$,$ambiguous$,$curated$
$International Dioxcide, Inc.$,$international dioxcide, inc.$,$international dioxcide.$,$curated$
$International Energy$,$international energy$,$international energy$,$curated$
$International Energy Corporation$,$international energy corporation$,$international energy$,$curated$
$International Energy Corporation of Northern Oklahoma$,$international energy corporation of northern oklahoma$,$international energy$,$curated$
$International Polymerics$,$international polymerics$,$international polymerics$,$curated$
$International Ventures$,$international ventures$,$international ventures$,$curated$
$Interstate$,$interstate$,$interstate$,$curated$
$Interstate Chemical Company$,$interstate chemical company$,$interstate$,$curated$
$Interstate Exploration$,$interstate exploration$,$interstate$,$curated$
$Interstate Explorations LLC$,$interstate explorations llc$,$interstate$,$curated$
$Interstate Explorations, LLC$,$interstate explorations, llc$,$interstate$,$curated$
$IOC$,$ioc$,$ioc$,$curated$
$IOSpec$,$iospec$,$iospec$,$curated$
$Iron Chelating Agent$,$iron chelating agent$,$not a company$,$curated$
$Iron Control Additive$,$iron control additive$,$not a company$,$curated$
$Iron Control Additives$,$iron control additives$,$not a company$,$curated$
$Iron Star Energy, LLC$,$iron star energy, llc$,$iron star energy$,$curated$
$Ironwood$,$ironwood$,$ironwood$,$curated$
$Ironwood Oil and Gas, LLC$,$ironwood oil and gas, llc$,$ironwood$,$curated$
$Isomeric Industries$,$isomeric industries$,$isometric industries$,$curated$
$Isomeric Industries Inc$,$isomeric industries inc$,$isometric industries$,$curated$
$Isomeric Industries Incoporated$,$isomeric industries incoporated$,$isometric industries$,$curated$
$Isometric Industries Inc.$,$isometric industries inc.$,$isometric industries$,$curated$
$Isometric Industries LLC$,$isometric industries llc$,$isometric industries$,$curated$
$Isometric Industries LLC.$,$isometric industries llc.$,$isometric industries$,$curated$
$Isopropyl Alcohol$,$isopropyl alcohol$,$not a company$,$curated$
$Italmatch Chemicals$,$italmatch chemicals$,$italmatch chemicals$,$curated$
$ITEXCO TEXAS, LLC$,$itexco texas, llc$,$itexco texas$,$curated$
$IXOM$,$ixom$,$ixom$,$curated$
$Ixom Operatings Pty LTD$,$ixom operatings pty ltd$,$ixom$,$curated$
$J & J PRODUCTION COMPANY$,$j & j production company$,$j & j production company$,$curated$
$J & T Operating LLC$,$j & t operating llc$,$j & t operating$,$curated$
$J 2 Acids$,$j 2 acids$,$j 2 acids$,$curated$
$J CLEO THOMPSON$,$j cleo thompson$,$j cleo thompson$,$curated$
$J Cleo Thompson$,$j cleo thompson$,$j cleo thompson$,$curated$
$J CLEO THOMPSON- ODESSA$,$j cleo thompson- odessa$,$j cleo thompson$,$curated$
$J CLEO THOMPSON-ODESSA$,$j cleo thompson-odessa$,$j cleo thompson$,$curated$
$J L Watkins$,$j l watkins$,$j l watkins$,$curated$
$J-2 Acids$,$j-2 acids$,$j-2 acids$,$curated$
$J-Brex Company$,$j-brex company$,$j-brex company$,$curated$
$J-D-O Oil Co.$,$j-d-o oil co.$,$j-d-o oil$,$curated$
$J-Lyn Oil CO.$,$j-lyn oil co.$,$j-lyn oil$,$curated$
$J-W Operating Company$,$j-w operating company$,$j-w operating company$,$curated$
$J. Cleo Thompson$,$j. cleo thompson$,$j. cleo thompson$,$curated$
$J.I. Staley Co., LLC$,$j.i. staley co., llc$,$j.i. Staley$,$curated$
$J&J Production Co., LLC$,$j&j production co., llc$,$j & j production company$,$curated$
$J2$,$j2$,$j2$,$curated$
$J2 Acid$,$j2 acid$,$j2$,$curated$
$J2 Acids$,$j2 acids$,$j2$,$curated$
$J4 Fluid Services$,$j4 fluid services$,$j4$,$curated$
$J4 Oilfield$,$j4 oilfield$,$j4$,$curated$
$J4 OilField$,$j4 oilfield$,$j4$,$curated$
$J4Oilfield$,$j4oilfield$,$j4$,$curated$
$Jabsco Oil Operating, LLC$,$jabsco oil operating, llc$,$jabsco oil operating$,$curated$
$JACAM$,$jacam$,$jacam$,$curated$
$JaCAm$,$jacam$,$jacam$,$curated$
$Jacam$,$jacam$,$jacam$,$curated$
$JACAM Chemcials$,$jacam chemcials$,$jacam$,$curated$
$JACAM CHEMCIALS$,$jacam chemcials$,$jacam$,$curated$
$JACAM CHEMICALS$,$jacam chemicals$,$jacam$,$curated$
$Jacam Chemicals$,$jacam chemicals$,$jacam$,$curated$
$Jacam Chemicals 2013, L.L.C$,$jacam chemicals 2013, l.l.c$,$jacam$,$curated$
$JACAM CHEMICALS, L.L.C.$,$jacam chemicals, l.l.c.$,$jacam$,$curated$
$Jacam Chemicals, L.L.C.$,$jacam chemicals, l.l.c.$,$jacam$,$curated$
$Jacam Chemicals, LLC$,$jacam chemicals, llc$,$jacam$,$curated$
$JACAM Manufacturing$,$jacam manufacturing$,$jacam$,$curated$
$Jacam Manufacturing 2013, L.L.C.$,$jacam manufacturing 2013, l.l.c.$,$jacam$,$curated$
$Jacam Manufacturing, LLC$,$jacam manufacturing, llc$,$jacam$,$curated$
$Jacam Manufcturing, LLC$,$jacam manufcturing, llc$,$jacam$,$curated$
$Jacam Southwest$,$jacam southwest$,$jacam$,$curated$
$Jacama Southwest$,$jacama southwest$,$jacama southwest$,$curated$
$Jagged Peak Energy$,$jagged peak energy$,$jagged peak energy$,$curated$
$JAGGED PEAK ENERGY$,$jagged peak energy$,$jagged peak energy$,$curated$
$JAGGED PEAK ENERGY LLC$,$jagged peak energy llc$,$jagged peak energy$,$curated$
$Jamcam Chemical s$,$jamcam chemical s$,$jacam$,$curated$
$Jamcam Chemicals$,$jamcam chemicals$,$jacam$,$curated$
$JAMEX, Inc.$,$jamex, inc.$,$jamex$,$curated$
$Jamplast$,$jamplast$,$jamplast$,$curated$
$JamPlast Inc$,$jamplast inc$,$jamplast$,$curated$
$Jamplast Inc$,$jamplast inc$,$jamplast$,$curated$
$JamPlast Inc.$,$jamplast inc.$,$jamplast$,$curated$
$JamPlast, Inc$,$jamplast, inc$,$jamplast$,$curated$
$Jamplast, Inc,$,$jamplast, inc,$,$jamplast$,$curated$
$Jamplast, Inc.$,$jamplast, inc.$,$jamplast$,$curated$
$Jan$,$jan$,$jan$,$curated$
$Jan Chem$,$jan chem$,$jan$,$curated$
$Jan Resouces$,$jan resouces$,$jan$,$curated$
$Jan Resources$,$jan resources$,$jan$,$curated$
$JAN Resources$,$jan resources$,$jan$,$curated$
$Jan Resources, LLC$,$jan resources, llc$,$jan$,$curated$
$JAY BEE OIL & GAS INC$,$jay bee oil & gas inc$,$jay bee oil & gas$,$curated$
$Jay-Bee Oil & Gas, Inc.$,$jay-bee oil & gas, inc.$,$jay bee oil & gas$,$curated$
$Jay-Bee Oil and Gas$,$jay-bee oil and gas$,$jay bee oil & gas$,$curated$
$JayBee Oil & Gas$,$jaybee oil & gas$,$jay bee oil & gas$,$curated$
$JB Production LLC$,$jb production llc$,$jb production$,$curated$
$JCAM$,$jcam$,$jcam$,$curated$
$jcam manufacturing LLC$,$jcam manufacturing llc$,$jcam$,$curated$
$JCAM Manufacturing LLC$,$jcam manufacturing llc$,$jcam$,$curated$
$Jcam Manufacturing LLC$,$jcam manufacturing llc$,$jcam$,$curated$
$JDL Operating, LLC$,$jdl operating, llc$,$jdl operating$,$curated$
$JEC Operating$,$jec operating$,$jec operating$,$curated$
$JEC Operating, LLC$,$jec operating, llc$,$jec operating$,$curated$
$JERRY HESS OPERATING CO- MUENSTER$,$jerry hess operating co- muenster$,$jerry hess operating company$,$curated$
$JERRY HESS OPERATING CO-MUENSTER$,$jerry hess operating co-muenster$,$jerry hess operating company$,$curated$
$Jerry Hess Operating Company$,$jerry hess operating company$,$jerry hess operating company$,$curated$
$JETTA$,$jetta$,$jetta$,$curated$
$Jetta$,$jetta$,$jetta$,$curated$
$Jetta  Operating$,$jetta  operating$,$jetta$,$curated$
$Jetta Operating$,$jetta operating$,$jetta$,$curated$
$JETTA OPERATING CO, INC.$,$jetta operating co, inc.$,$jetta$,$curated$
$Jetta Operating Co.$,$jetta operating co.$,$jetta$,$curated$
$Jetta Operating Company, Inc$,$jetta operating company, inc$,$jetta$,$curated$
$Jetta Operating Company, Inc.$,$jetta operating company, inc.$,$jetta$,$curated$
$Jetta Operating Compnay, Inc$,$jetta operating compnay, inc$,$jetta$,$curated$
$Jilpetco, Inc.$,$jilpetco, inc.$,$jilpetco.$,$curated$
$Jimmy Chatham Oil & Gas$,$jimmy chatham oil & gas$,$jimmy chatham oil & gas$,$curated$
$Jingang New Material Co., LTD$,$jingang new material co., ltd$,$jingang new material$,$curated$
$JKLM$,$jklm$,$jklm$,$curated$
$JKLM Energy$,$jklm energy$,$jklm$,$curated$
$JKLM ENERGY$,$jklm energy$,$jklm$,$curated$
$JLAN Resources$,$jlan resources$,$jlan resources$,$curated$
$JM COX RESOURCES, L.P.$,$jm cox resources, l.p.$,$jm cox resources$,$curated$
$JMA ENERGY COMPANY$,$jma energy company$,$jma energy company$,$curated$
$JMA Energy Company,LLC$,$jma energy company,llc$,$jma energy company$,$curated$
$JMA ENERGY-OK CITY$,$jma energy-ok city$,$jma energy company$,$curated$
$JMH Production, LLC$,$jmh production, llc$,$jmh production$,$curated$
$Johanson Oil$,$johanson oil$,$johanson oil$,$curated$
$John M. Clark, Inc.$,$john m. clark, inc.$,$john m. clark$,$curated$
$John Oates Acid$,$john oates acid$,$john oates$,$curated$
$John Oats Company Inc$,$john oats company inc$,$john oates$,$curated$
$Johnson & Ernst Operating Co.$,$johnson & ernst operating co.$,$johnson & ernst operating$,$curated$
$Johnson &amp; Ernst Operating Co.$,$johnson &amp; ernst operating co.$,$johnson & ernst operating$,$curated$
$Jolen Operating Company$,$jolen operating company$,$jolen operating company$,$curated$
$Jonah Energy$,$jonah energy$,$jonah energy$,$curated$
$Jonah Energy LLC$,$jonah energy llc$,$jonah energy$,$curated$
$Jones Energy$,$jones energy$,$jonah energy$,$curated$
$Jones Energy llc$,$jones energy llc$,$jones energy$,$curated$
$Jones Energy Ltd$,$jones energy ltd$,$jones energy$,$curated$
$Jones Energy, LLC$,$jones energy, llc$,$jones energy$,$curated$
$Jones Hamilton$,$jones hamilton$,$jones hamilton$,$curated$
$Jones-Hamilton Co.$,$jones-hamilton co.$,$jones hamilton$,$curated$
$JPE$,$jpe$,$jpe$,$curated$
$JPM EOC Operating, Inc. DBA Rock Oil II, Inc.$,$jpm eoc operating, inc. dba rock oil ii, inc.$,$rock oil$,$curated$
$JT Products$,$jt products$,$jt products$,$curated$
$Juneau Energy$,$juneau energy$,$juneau energy$,$curated$
$Juneau Energy, LLC$,$juneau energy, llc$,$juneau energy$,$curated$
$Juniper Resources$,$juniper resources$,$juniper resources$,$curated$
$Juniper Resources Exploration Company, LLC$,$juniper resources exploration company, llc$,$juniper resources$,$curated$
$Juno Operating Company II, LLC$,$juno operating company ii, llc$,$juno operating company$,$curated$
$Juno Operating Company III, LLC$,$juno operating company iii, llc$,$juno operating company$,$curated$
$JVA Operating Company, Inc.$,$jva operating company, inc.$,$jva operating company$,$curated$
$JW Energy$,$jw energy$,$jw$,$curated$
$JW Operating$,$jw operating$,$jw$,$curated$
$K and C Distribution$,$k and c distribution$,$k and c distribution$,$curated$
$K and C Distributon$,$k and c distributon$,$k and c distribution$,$curated$
$K C Distributon$,$k c distributon$,$k and c distribution$,$curated$
$K S OIL COMPANY, INC$,$k s oil company, inc$,$k s oil company$,$curated$
$K. D. Timmons, Inc.$,$k. d. timmons, inc.$,$k. d. timmons$,$curated$
$K.P. Kauffman Company$,$k.p. kauffman company$,$k.p. kauffman company$,$curated$
$K.S. Oil Company$,$k.s. oil company$,$k s oil company$,$curated$
$K&C Distribution$,$k&c distribution$,$k and c distribution$,$curated$
$K3 Oil & Gas Operating Company$,$k3 oil & gas operating company$,$k3 oil & gas operating company$,$curated$
$KA Energy Op Co., LLC$,$ka energy op co., llc$,$ka energy$,$curated$
$Kaiser-Francis$,$kaiser-francis$,$kaiser-francis$,$curated$
$Kaiser-Francis Oil Company$,$kaiser-francis oil company$,$kaiser-francis$,$curated$
$Kaler Energy Corp.$,$kaler energy corp.$,$kaler energy$,$curated$
$KandC Distributon$,$kandc distributon$,$kandc distributon$,$curated$
$Katsco Energy, Inc.$,$katsco energy, inc.$,$katsco energy$,$curated$
$KC Distributon$,$kc distributon$,$k and c distribution$,$curated$
$KCl$,$kcl$,$not a company$,$curated$
$Keane$,$keane$,$keane$,$curated$
$KEANE$,$keane$,$keane$,$curated$
$Keane Energy$,$keane energy$,$keane$,$curated$
$Keane frac$,$keane frac$,$keane$,$curated$
$Keane Frac$,$keane frac$,$keane$,$curated$
$Keane Frac LP$,$keane frac lp$,$keane$,$curated$
$Keane Group$,$keane group$,$keane$,$curated$
$Keane Group and Cudd Energy Services$,$keane group and cudd energy services$,$keane$,$curated$
$Keane Stock$,$keane stock$,$keane$,$curated$
$Keating Energy$,$keating energy$,$keating energy$,$curated$
$Keen Resources LLC$,$keen resources llc$,$keen resources$,$curated$
$Keeton Services Inc.$,$keeton services inc.$,$keeton services$,$curated$
$Keith F. Walker Oil & Gas Co., LLC$,$keith f. walker oil & gas co., llc$,$keith f. walker oil & gas$,$curated$
$Keith F. Walker Oil &amp; Gas Co., LLC$,$keith f. walker oil &amp; gas co., llc$,$keith f. walker oil & gas$,$curated$
$Kel Tech$,$kel tech$,$keltech$,$curated$
$Kel-tec$,$kel-tec$,$keltech$,$curated$
$Kel-Tech$,$kel-tech$,$keltech$,$curated$
$Kel-Tech Inc.$,$kel-tech inc.$,$keltech$,$curated$
$Kel-Tech, Inc$,$kel-tech, inc$,$keltech$,$curated$
$Kel-Tech, Inc.$,$kel-tech, inc.$,$keltech$,$curated$
$Kel-tech, Inc.$,$kel-tech, inc.$,$keltech$,$curated$
$Kel-Tech. Inc$,$kel-tech. inc$,$keltech$,$curated$
$Kel-Teck$,$kel-teck$,$keltech$,$curated$
$Kelly$,$kelly$,$kelly$,$curated$
$Kelly Cook Oil LLC$,$kelly cook oil llc$,$kelly cook oil$,$curated$
$Keltec$,$keltec$,$keltech$,$curated$
$Keltech$,$keltech$,$keltech$,$curated$
$KelTech$,$keltech$,$keltech$,$curated$
$Kemira$,$kemira$,$kemira$,$curated$
$Kemira Chemicals$,$kemira chemicals$,$kemira$,$curated$
$Kemira Chemicals, Inc.$,$kemira chemicals, inc.$,$kemira$,$curated$
$Ket-Tech, Inc$,$ket-tech, inc$,$keltech$,$curated$
$Keyera$,$keyera$,$keyera$,$curated$
$Keystone Petroleum NM LLC$,$keystone petroleum nm llc$,$keystone petroleum nm$,$curated$
$Keyton Svs$,$keyton svs$,$keyton svs$,$curated$
$KGH Operating Company$,$kgh operating company$,$kgh operating company$,$curated$
$Killam$,$killam$,$killam oil$,$curated$
$Killam Oil$,$killam oil$,$killam oil$,$curated$
$Killam Oil Co$,$killam oil co$,$killam oil$,$curated$
$Killam Oil Co., Ltd.$,$killam oil co., ltd.$,$killam oil$,$curated$
$Killiam Oil$,$killiam oil$,$killam oil$,$curated$
$Kimera$,$kimera$,$kemira$,$curated$
$Kinder Morgan$,$kinder morgan$,$kinder morgan$,$curated$
$Kinder Morgan Tejas Pipeline, LLC$,$kinder morgan tejas pipeline, llc$,$kinder morgan$,$curated$
$king energy llc$,$king energy llc$,$king$,$curated$
$King Operating Corp.$,$king operating corp.$,$king$,$curated$
$King Operating Corporation$,$king operating corporation$,$king$,$curated$
$Kings$,$kings$,$kings$,$curated$
$Kings Chemical Service$,$kings chemical service$,$kings$,$curated$
$Kingsfield$,$kingsfield$,$kingsfield$,$curated$
$Kingsfield Inc$,$kingsfield inc$,$kingsfield$,$curated$
$Kingsfield Inc.$,$kingsfield inc.$,$kingsfield$,$curated$
$Kirkpatrick Oil$,$kirkpatrick oil$,$kirkpatrick oil$,$curated$
$Kirkpatrick Oil Company$,$kirkpatrick oil company$,$kirkpatrick oil$,$curated$
$Kirkpatrick Oil Company, Inc$,$kirkpatrick oil company, inc$,$kirkpatrick oil$,$curated$
$KJ Energy, LLC$,$kj energy, llc$,$kj energy$,$curated$
$Klear Energy Services$,$klear energy services$,$klear energy services$,$curated$
$Kleen Oil Field Services$,$kleen oil field services$,$kleen oil field services$,$curated$
$KLX Energy$,$klx energy$,$klx energy$,$curated$
$KLX Energy (Rockwater)$,$klx energy (rockwater)$,$klx energy$,$curated$
$KLX Energy (Solvay-Chemplex)$,$klx energy (solvay-chemplex)$,$klx energy$,$curated$
$Koch Exploration Company LLC$,$koch exploration company llc$,$koch exploration company$,$curated$
$Koch Exploration Company, LLC$,$koch exploration company, llc$,$koch exploration company$,$curated$
$Koda Operating$,$koda operating$,$koda$,$curated$
$KODA Resources Operating, LLC$,$koda resources operating, llc$,$koda$,$curated$
$Kodiak Oil & Gas Corp$,$kodiak oil & gas corp$,$kodiak oil and gas$,$curated$
$Kodiak Oil & Gas, Inc.$,$kodiak oil & gas, inc.$,$kodiak oil and gas$,$curated$
$Kodiak Oil &amp; Gas Corp$,$kodiak oil &amp; gas corp$,$kodiak oil and gas$,$curated$
$Kodiak Oil And Gas$,$kodiak oil and gas$,$kodiak oil and gas$,$curated$
$Kodiak Oil and Gas$,$kodiak oil and gas$,$kodiak oil and gas$,$curated$
$Kovar Operating, LLC$,$kovar operating, llc$,$kovar operating$,$curated$
$Kraken Oil$,$kraken oil$,$kraken$,$curated$
$Kraken Operating LLC$,$kraken operating llc$,$kraken$,$curated$
$KRC Operating, LLC$,$krc operating, llc$,$krc operating$,$curated$
$KROFF$,$kroff$,$kroff$,$curated$
$Kroff$,$kroff$,$kroff$,$curated$
$Kroff Chemical$,$kroff chemical$,$kroff$,$curated$
$Kroff Chemical Co$,$kroff chemical co$,$kroff$,$curated$
$KRS$,$krs$,$krs$,$curated$
$KSI$,$ksi$,$ksi$,$curated$
$KWS$,$kws$,$kws$,$curated$
$L & M Operating, Inc.$,$l & m operating, inc.$,$l & m operating$,$curated$
$L.C.$,$l.c.$,$l.c.$,$curated$
$L.E. Jones Operating, Inc.$,$l.e. jones operating, inc.$,$l.e. jones operating$,$curated$
$L&S TANK TRUCKS$,$l&s tank trucks$,$l&s tank trucks$,$curated$
$L1310765$,$l1310765$,$not a company$,$curated$
$L210$,$l210$,$not a company$,$curated$
$LA VERNIA OIL$,$la vernia oil$,$la vernia$,$curated$
$La Vernia Oil$,$la vernia oil$,$la vernia$,$curated$
$La Vernia Pump & Supply$,$la vernia pump & supply$,$la vernia$,$curated$
$Lacrosse Exploration LLC$,$lacrosse exploration llc$,$lacrosse exploration$,$curated$
$LADD OIL & GAS CORPORATION$,$ladd oil & gas corporation$,$ladd oil and gas$,$curated$
$Ladd Oil and Gas$,$ladd oil and gas$,$ladd oil and gas$,$curated$
$Laddex, Ltd$,$laddex, ltd$,$laddex ltd$,$curated$
$Lainco, Inc.$,$lainco, inc.$,$lainco$,$curated$
$Lake$,$lake$,$lake$,$curated$
$Lakeshore Operating, LLC$,$lakeshore operating, llc$,$lakeshore operating$,$curated$
$Lakota Energy, LTD.$,$lakota energy, ltd.$,$lakota energy$,$curated$
$Lance Ruffel$,$lance ruffel$,$lance ruffel$,$curated$
$Lance Ruffel Oil and Gas$,$lance ruffel oil and gas$,$lance ruffel$,$curated$
$Land and Natural Resource Development$,$land and natural resource development$,$land and natural resource development$,$curated$
$Land and Natural Resource Development, Inc$,$land and natural resource development, inc$,$land and natural resource development$,$curated$
$Land and Natural Resource Development, Inc.$,$land and natural resource development, inc.$,$land and natural resource development$,$curated$
$Land Inc$,$land inc$,$land and natural resource development$,$curated$
$Lane Operating Company$,$lane operating company$,$lane operating company$,$curated$
$Lanxess$,$lanxess$,$lanxess$,$curated$
$Lapetco Inc$,$lapetco inc$,$lapetco$,$curated$
$Laramie Energy II, LLC$,$laramie energy ii, llc$,$laramie energy$,$curated$
$Laramie Energy, LLC$,$laramie energy, llc$,$laramie energy$,$curated$
$Laredo$,$laredo$,$laredo$,$curated$
$Laredo Energy$,$laredo energy$,$laredo$,$curated$
$Laredo Energy Operating, LLC$,$laredo energy operating, llc$,$laredo$,$curated$
$Laredo Petroleum$,$laredo petroleum$,$laredo$,$curated$
$Laredo Petroleum, Inc$,$laredo petroleum, inc$,$laredo$,$curated$
$Laredo Petroleum, Inc.$,$laredo petroleum, inc.$,$laredo$,$curated$
$Lario$,$lario$,$lario$,$curated$
$Lario Oil & Gas$,$lario oil & gas$,$lario$,$curated$
$Lario Oil & Gas Company$,$lario oil & gas company$,$lario$,$curated$
$Lario Oil and Gas$,$lario oil and gas$,$lario$,$curated$
$Lario Transports$,$lario transports$,$lario$,$curated$
$Latigo$,$latigo$,$latigo$,$curated$
$Latigo Oil & Gas, Inc.$,$latigo oil & gas, inc.$,$latigo$,$curated$
$Latigo Oil and Gas$,$latigo oil and gas$,$latigo$,$curated$
$Latigo Petroleum$,$latigo petroleum$,$latigo$,$curated$
$Latigo Petroleum, LLC$,$latigo petroleum, llc$,$latigo$,$curated$
$Layline Petroleum$,$layline petroleum$,$layline petroleum$,$curated$
$Layne$,$layne$,$layne$,$curated$
$LCS$,$lcs$,$lcs$,$curated$
$LCS Production Company$,$lcs production company$,$lcs$,$curated$
$Lease$,$lease$,$lease$,$curated$
$LeClair Operating Co., Inc.$,$leclair operating co., inc.$,$leclair operating$,$curated$
$lee cox investments$,$lee cox investments$,$lee cox investments$,$curated$
$LEG$,$leg$,$ambiguous$,$curated$
$Legacy Exploration, LLC I$,$legacy exploration, llc i$,$legacy$,$curated$
$Legacy Oil & Gas ND, Inc.$,$legacy oil & gas nd, inc.$,$legacy$,$curated$
$Legacy Reserves Operating LP$,$legacy reserves operating lp$,$legacy$,$curated$
$Legado Permian, LLC$,$legado permian, llc$,$legado permian$,$curated$
$Legend$,$legend$,$legend$,$curated$
$LEGEND ENERGY$,$legend energy$,$legend$,$curated$
$Legend Natural Gas, LLC$,$legend natural gas, llc$,$legend$,$curated$
$LEGEND WELL SITE SOLUTIONS, LLC$,$legend well site solutions, llc$,$legend$,$curated$
$LeNorman Operating$,$lenorman operating$,$lenorman operating$,$curated$
$LeNorman Operating LLC$,$lenorman operating llc$,$lenorman operating$,$curated$
$Lera$,$lera$,$lera$,$curated$
$Lera Oil$,$lera oil$,$lera$,$curated$
$Levant$,$levant$,$levant$,$curated$
$Levant Energy LLc$,$levant energy llc$,$levant$,$curated$
$Lewis$,$lewis$,$lewis$,$curated$
$Lewis Energy Group$,$lewis energy group$,$lewis$,$curated$
$Lewis Oil Operations, LLC$,$lewis oil operations, llc$,$lewis$,$curated$
$Lewis Operating Co.$,$lewis operating co.$,$lewis$,$curated$
$Lewis Petro Properties$,$lewis petro properties$,$lewis$,$curated$
$LFS Chemistry$,$lfs chemistry$,$lfs chemistry$,$curated$
$Liberty$,$liberty$,$liberty$,$curated$
$Liberty Oilfield$,$liberty oilfield$,$liberty$,$curated$
$Liberty Oilfield Servces$,$liberty oilfield servces$,$liberty$,$curated$
$LIBERTY OILFIELD SERVICES$,$liberty oilfield services$,$liberty$,$curated$
$Liberty Oilfield Services$,$liberty oilfield services$,$liberty$,$curated$
$Liberty Operating, Inc.$,$liberty operating, inc.$,$liberty$,$curated$
$Liberty Resources LLC$,$liberty resources llc$,$liberty$,$curated$
$Liberty Resources Management Company, LLC$,$liberty resources management company, llc$,$liberty$,$curated$
$Lighthouse Exploration, Inc.$,$lighthouse exploration, inc.$,$lighthouse$,$curated$
$Lighthouse Oil & Gas LP$,$lighthouse oil & gas lp$,$lighthouse$,$curated$
$LIGHTHOUSE OIL & GAS-OKLAHOMA CITY$,$lighthouse oil & gas-oklahoma city$,$lighthouse$,$curated$
$Lightning Fluid Services$,$lightning fluid services$,$lightning$,$curated$
$Lightning Oil Company$,$lightning oil company$,$lightning$,$curated$
$Lightningfluids$,$lightningfluids$,$lightning$,$curated$
$Lilis Energy$,$lilis energy$,$lilis energy$,$curated$
$Lime Rock Resources$,$lime rock resources$,$lime rock$,$curated$
$Lime Rock Resources, LP$,$lime rock resources, lp$,$lime rock$,$curated$
$Limestone Exploration II, LLC$,$limestone exploration ii, llc$,$limestone exploration$,$curated$
$LINDE$,$linde$,$linde$,$curated$
$Lindy$,$lindy$,$lindy$,$curated$
$Linn$,$linn$,$linn$,$curated$
$LINN Energy$,$linn energy$,$linn$,$curated$
$LINN ENERGY$,$linn energy$,$linn$,$curated$
$Linn Energy$,$linn energy$,$linn$,$curated$
$Linn Energy, LLC$,$linn energy, llc$,$linn$,$curated$
$LINN Operating$,$linn operating$,$linn$,$curated$
$LINN OPERATING$,$linn operating$,$linn$,$curated$
$Linn Operating$,$linn operating$,$linn$,$curated$
