$rawName$,$cleanName$,$xlateName$,$status$
$LINN Operating Inc$,$linn operating inc$,$linn$,$curated$
$LINN Operating, Inc.$,$linn operating, inc.$,$linn$,$curated$
$Liquid Gel Concentrate$,$liquid gel concentrate$,$not a company$,$curated$
$Listed Above$,$listed above$,$not a company$,$curated$
$Listed Below$,$listed below$,$not a company$,$curated$
$LITTLE RIVER ENERGY CO$,$little river energy co$,$little river energy co$,$curated$
$LLC$,$llc$,$ambiguous$,$curated$
$Llewellin$,$llewellin$,$llewellin$,$curated$
$Llewellin Operating Company$,$llewellin operating company$,$llewellin$,$curated$
$Llewellin Operating Company, LLC$,$llewellin operating company, llc$,$llewellin$,$curated$
$lliburton Energy Services Inc.$,$lliburton energy services inc.$,$halliburton$,$curated$
$Local creek$,$local creek$,$ambiguous$,$curated$
$Local Creek$,$local creek$,$ambiguous$,$curated$
$Location - Hood Creek, KY$,$location - hood creek, ky$,$ambiguous$,$curated$
$Location - Rockhouse Creek, KY$,$location - rockhouse creek, ky$,$ambiguous$,$curated$
$LOGOS Operating, LLC$,$logos operating, llc$,$logos operating$,$curated$
$LOKI Oil LLC$,$loki oil llc$,$loki oil$,$curated$
$Loki Oil LLC$,$loki oil llc$,$loki oil$,$curated$
$Lone Star$,$lone star$,$lone star$,$curated$
$Lone Star Industries$,$lone star industries$,$lone star$,$curated$
$Lone Star Land & Energy II$,$lone star land & energy ii$,$lone star$,$curated$
$Lonestar Operating LLC$,$lonestar operating llc$,$lone star$,$curated$
$Lonestar Resources, Inc.$,$lonestar resources, inc.$,$lone star$,$curated$
$Longfellow Energy$,$longfellow energy$,$longfellow energy$,$curated$
$Longfellow Energy, LP$,$longfellow energy, lp$,$longfellow energy$,$curated$
$Longs Peak Energy$,$longs peak energy$,$longs peak$,$curated$
$Longs Peak Resources, LLC$,$longs peak resources, llc$,$longs peak$,$curated$
$Lonza$,$lonza$,$lonza$,$curated$
$Lonza Inc.$,$lonza inc.$,$lonza$,$curated$
$LOS$,$los$,$los$,$curated$
$LP Operating, LLC$,$lp operating, llc$,$lp operating$,$curated$
$LTD$,$ltd$,$ltd$,$curated$
$LTZ$,$ltz$,$ltz$,$curated$
$Lu-Ray Petroleum, LLC$,$lu-ray petroleum, llc$,$lu-ray petroleum$,$curated$
$Lubizol$,$lubizol$,$lubrizol$,$curated$
$Lubizole$,$lubizole$,$lubrizol$,$curated$
$Lubrizol$,$lubrizol$,$lubrizol$,$curated$
$Luca Operation LLC$,$luca operation llc$,$luca$,$curated$
$LUCA RESOURCES GROUP, LLC$,$luca resources group, llc$,$luca$,$curated$
$Luxe$,$luxe$,$luxe$,$curated$
$Luxe Operating, LLC$,$luxe operating, llc$,$luxe$,$curated$
$LWC$,$lwc$,$lwc$,$curated$
$Lynn$,$lynn$,$lynn$,$curated$
$LYNX OKLAHOMA OPERATING LLC$,$lynx oklahoma operating llc$,$lynx oklahoma operating$,$curated$
$M$,$m$,$ambiguous$,$curated$
$M GROUP$,$m group$,$m group$,$curated$
$M GROUP LLC$,$m group llc$,$m group$,$curated$
$M I SWACO$,$m i swaco$,$m i swaco$,$curated$
$M-I SWACO$,$m-i swaco$,$m i swaco$,$curated$
$M. E. Operating and Services, Inc.$,$m. e. operating and services, inc.$,$m. e. operating and services$,$curated$
$M1511487$,$m1511487$,$not a company$,$curated$
$M1611597$,$m1611597$,$not a company$,$curated$
$M1811920$,$m1811920$,$not a company$,$curated$
$Mach Resources$,$mach resources$,$mach resources$,$curated$
$Macha Enterprises Inc$,$macha enterprises inc$,$macha enterprises$,$curated$
$Mack Energy$,$mack energy$,$mack energy$,$curated$
$Mack Energy Co.$,$mack energy co.$,$mack energy$,$curated$
$Mack Energy Corporation$,$mack energy corporation$,$mack energy$,$curated$
$MACKELLAR INC$,$mackellar inc$,$mackellar$,$curated$
$Mackey Consulting & Leasing LLC$,$mackey consulting & leasing llc$,$mackey consulting & leasing$,$curated$
$MadMackenzie Solutions$,$madmackenzie solutions$,$madmackenzie solutions$,$curated$
$Magna$,$magna$,$magna$,$curated$
$Magna Blend$,$magna blend$,$magnablend$,$curated$
$Magnablend$,$magnablend$,$magnablend$,$curated$
$MagnaBlend$,$magnablend$,$magnablend$,$curated$
$MAGNABLEND$,$magnablend$,$magnablend$,$curated$
$Magnablend, Inc.$,$magnablend, inc.$,$magnablend$,$curated$
$Magnablend/PfP$,$magnablend/pfp$,$magnablend$,$curated$
$Magnesium chloride$,$magnesium chloride$,$not a company$,$curated$
$Magnesium nitrate$,$magnesium nitrate$,$not a company$,$curated$
$Magnet Oil LP$,$magnet oil lp$,$magnet oil$,$curated$
$Magnolia Oil & Gas LLC$,$magnolia oil & gas llc$,$magnolia oil & gas$,$curated$
$Magnum$,$magnum$,$magnum$,$curated$
$Magnum Energy, Inc.$,$magnum energy, inc.$,$magnum$,$curated$
$Magnum Hunter Resources Corp$,$magnum hunter resources corp$,$magnum$,$curated$
$Magnum Producing, LP$,$magnum producing, lp$,$magnum$,$curated$
$Magpie Operating, Inc$,$magpie operating, inc$,$magpie operating$,$curated$
$Maintenance Materials Resource$,$maintenance materials resource$,$maintenance materials resource$,$curated$
$MAK-J Energy Colorado, LLC$,$mak-j energy colorado, llc$,$mak-j energy colorado$,$curated$
$MAK-J Energy Colorado, LLC.$,$mak-j energy colorado, llc.$,$mak-j energy colorado$,$curated$
$Makoil Inc$,$makoil inc$,$makoil$,$curated$
$Mallard Exploration$,$mallard exploration$,$mallard exploration$,$curated$
$MALLINEKRODT CHEMICALS$,$mallinekrodt chemicals$,$mallinekrodt chemicals$,$curated$
$Malone$,$malone$,$malone$,$curated$
$Malone-Marsh Well$,$malone-marsh well$,$malone$,$curated$
$Mammoth$,$mammoth$,$mammoth$,$curated$
$Mammoth Exploration, LLC$,$mammoth exploration, llc$,$mammoth$,$curated$
$Manti$,$manti$,$manticore$,$curated$
$Manti Exploration Operating LLC$,$manti exploration operating llc$,$manti exploration operating$,$curated$
$Manti Tarka Permian$,$manti tarka permian$,$manti tarka permian$,$curated$
$Manticore$,$manticore$,$manticore$,$curated$
$Manticore Resources$,$manticore resources$,$manticore$,$curated$
$Manticore Resources, LLC$,$manticore resources, llc$,$manticore$,$curated$
$MANZANO, LLC$,$manzano, llc$,$manzano$,$curated$
$Marathon$,$marathon$,$marathon$,$curated$
$MARATHON OIL$,$marathon oil$,$marathon$,$curated$
$Marathon Oil$,$marathon oil$,$marathon$,$curated$
$Marathon Oil Co$,$marathon oil co$,$marathon$,$curated$
$MARATHON OIL CO$,$marathon oil co$,$marathon$,$curated$
$Marathon Oil Corporation$,$marathon oil corporation$,$marathon$,$curated$
$Marjo$,$marjo$,$marjo$,$curated$
$Marjo Operating Mid-Continent, LLC$,$marjo operating mid-continent, llc$,$marjo$,$curated$
$Marlin Energy$,$marlin energy$,$marlin energy$,$curated$
$Marlin Energy Resources LTD$,$marlin energy resources ltd$,$marlin energy$,$curated$
$Marlin Energy Resources, LLC$,$marlin energy resources, llc$,$marlin energy$,$curated$
$Marlin Energy Southwest GP, L.L.C.$,$marlin energy southwest gp, l.l.c.$,$marlin energy$,$curated$
$Marsh Trucking$,$marsh trucking$,$marsh trucking$,$curated$
$Marshall & Winston, Inc.$,$marshall & winston, inc.$,$marshall & winston$,$curated$
$Martin Production Company$,$martin production company$,$martin production company$,$curated$
$Mason$,$mason$,$mason$,$curated$
$Mason Chemical Co.$,$mason chemical co.$,$mason$,$curated$
$Mason Chemical Company$,$mason chemical company$,$mason$,$curated$
$MASTER PETROLEU M$,$master petroleu m$,$master petroleum$,$curated$
$Master Petroleum$,$master petroleum$,$master petroleum$,$curated$
$Matador$,$matador$,$matador$,$curated$
$Matador Production Coampany$,$matador production coampany$,$matador$,$curated$
$Matador Production Company$,$matador production company$,$matador$,$curated$
$Matador Resources$,$matador resources$,$matador$,$curated$
$Matador_Production_Company$,$matador_production_company$,$matador$,$curated$
$Matrix Oil Corporation$,$matrix oil corporation$,$matrix$,$curated$
$Matrix Petroleum LLC$,$matrix petroleum llc$,$matrix$,$curated$
$Matrix Proppants LLC$,$matrix proppants llc$,$matrix$,$curated$
$Maverick$,$maverick$,$maverick$,$curated$
$MAVERICK$,$maverick$,$maverick$,$curated$
$Maverick Brothers Resources$,$maverick brothers resources$,$maverick$,$curated$
$Maverick Brothers Resources,LLC$,$maverick brothers resources,llc$,$maverick$,$curated$
$Maverick Operating, LLC$,$maverick operating, llc$,$maverick$,$curated$
$Maxidize$,$maxidize$,$maxidize$,$curated$
$Maxim Energy$,$maxim energy$,$maxim energy$,$curated$
$Maxim Energy Corp.$,$maxim energy corp.$,$maxim energy$,$curated$
$Maxim Energy Corporation$,$maxim energy corporation$,$maxim energy$,$curated$
$Maximus Operating, LTD.$,$maximus operating, ltd.$,$maximus operating$,$curated$
$MBI$,$mbi$,$mbi$,$curated$
$MC$,$mc$,$mc$,$curated$
$MC B 8630$,$mc b 8630$,$not a company$,$curated$
$MC MX 2-2822$,$mc mx 2-2822$,$not a company$,$curated$
$McAllen Central$,$mcallen central$,$mcallen$,$curated$
$McAllen Central 100$,$mcallen central 100$,$mcallen$,$curated$
$McAllen Central 50 Nabors 50$,$mcallen central 50 nabors 50$,$mcallen$,$curated$
$McAllen Central 80 City Water 20$,$mcallen central 80 city water 20$,$mcallen$,$curated$
$Mcallen Ranch Well #154 100%$,$mcallen ranch well #154 100%$,$mcallen$,$curated$
$McClure Oil Co.$,$mcclure oil co.$,$mcclure oil$,$curated$
$McCoil$,$mccoil$,$mcoil$,$curated$
$McCommons Oil Company$,$mccommons oil company$,$mccommons oil company$,$curated$
$McCoy Petroleum$,$mccoy petroleum$,$mccoy petroleum$,$curated$
$McCoy Petroleum Corporation$,$mccoy petroleum corporation$,$mccoy petroleum$,$curated$
$McElvain$,$mcelvain$,$mcelvain$,$curated$
$Mcelvain$,$mcelvain$,$mcelvain$,$curated$
$McElvain Energy$,$mcelvain energy$,$mcelvain$,$curated$
$McElvain Energy, Inc.$,$mcelvain energy, inc.$,$mcelvain$,$curated$
$MCG Oil$,$mcg oil$,$mcg oil$,$curated$
$MCG Oil & Gas Operating, LLC$,$mcg oil & gas operating, llc$,$mcg oil$,$curated$
$McOil$,$mcoil$,$mcoil$,$curated$
$McOil Operating Company$,$mcoil operating company$,$mcoil$,$curated$
$MCOIL SERVICES$,$mcoil services$,$mcoil$,$curated$
$MD America Energy LLC$,$md america energy llc$,$md america energy$,$curated$
$MD America Energy, LLC.$,$md america energy, llc.$,$md america energy$,$curated$
$MDC$,$mdc$,$mdc$,$curated$
$MDC Texas Energy$,$mdc texas energy$,$mdc$,$curated$
$MDC TEXAS ENERGY$,$mdc texas energy$,$mdc$,$curated$
$MDS Energy Development LLC$,$mds energy development llc$,$mds energy$,$curated$
$MDS Energy Ltd$,$mds energy ltd$,$mds energy$,$curated$
$MDS Energy LTD$,$mds energy ltd$,$mds energy$,$curated$
$MDS Energy, Ltd$,$mds energy, ltd$,$mds energy$,$curated$
$Meade Energy Corp.$,$meade energy corp.$,$meade energy corp.$,$curated$
$Meason Petroleum LLC$,$meason petroleum llc$,$meason petroleum$,$curated$
$MECO IV-DENVER$,$meco iv-denver$,$meco$,$curated$
$MECO IV, LLC$,$meco iv, llc$,$meco$,$curated$
$Medders Oil Company, Inc.$,$medders oil company, inc.$,$medders oil$,$curated$
$Media$,$media$,$ambiguous$,$curated$
$Mego Resources, LLC$,$mego resources, llc$,$mego resources$,$curated$
$Memorial Production Oper. :LLC$,$memorial production oper. :llc$,$memorial$,$curated$
$Memorial Resource Development LLC$,$memorial resource development llc$,$memorial$,$curated$
$MENDELL FINISTERRE II LLC$,$mendell finisterre ii llc$,$mendell finisterre$,$curated$
$Mercury Operating$,$mercury operating$,$mercury operating$,$curated$
$Mercury Operating, LLC$,$mercury operating, llc$,$mercury operating$,$curated$
$Merit$,$merit$,$merit$,$curated$
$Merit Energy$,$merit energy$,$merit$,$curated$
$MERIT ENERGY$,$merit energy$,$merit$,$curated$
$Merit Energy Company$,$merit energy company$,$merit$,$curated$
$Merit Energy Company LLC$,$merit energy company llc$,$merit$,$curated$
$Meritage Energy Company, LLC$,$meritage energy company, llc$,$meritage energy company$,$curated$
$Mertz Energy LLC$,$mertz energy llc$,$mertz energy$,$curated$
$Mesa Energy Partners$,$mesa energy partners$,$mesa energy partners$,$curated$
$Mesa Energy Partners, LLC$,$mesa energy partners, llc$,$mesa energy partners$,$curated$
$Mesquite SWD$,$mesquite swd$,$mesquite swd$,$curated$
$Mestena Operating, L.L.C.$,$mestena operating, l.l.c.$,$mestena operating$,$curated$
$Metano Energy III, LP$,$metano energy iii, lp$,$metano energy$,$curated$
$METANO ENERGY iii, LP$,$metano energy iii, lp$,$metano energy$,$curated$
$Methanol$,$methanol$,$not a company$,$curated$
$Mewbourne$,$mewbourne$,$mewbourne$,$curated$
$MEWBOURNE OIL COMPANY$,$mewbourne oil company$,$mewbourne$,$curated$
$Mewbourne Oil Company$,$mewbourne oil company$,$mewbourne$,$curated$
$MGM Northstar$,$mgm northstar$,$mgm northstar$,$curated$
$MGM Northstar, LLC$,$mgm northstar, llc$,$mgm northstar$,$curated$
$Mi Swaco$,$mi swaco$,$mi swaco$,$curated$
$MI Swaco$,$mi swaco$,$mi swaco$,$curated$
$MIC$,$mic$,$mic$,$curated$
$MIC Specialty$,$mic specialty$,$mic$,$curated$
$MIC Specialty Chem$,$mic specialty chem$,$mic$,$curated$
$Microbial ID.$,$microbial id.$,$microbial id$,$curated$
$Mid Chem Inc.$,$mid chem inc.$,$mid-chem$,$curated$
$MID-CHEM$,$mid-chem$,$mid-chem$,$curated$
$Mid-Chem$,$mid-chem$,$mid-chem$,$curated$
$Mid-Chem Inc.$,$mid-chem inc.$,$mid-chem$,$curated$
$Mid-Chem, Inc$,$mid-chem, inc$,$mid-chem$,$curated$
$Mid-Chem, Inc.$,$mid-chem, inc.$,$mid-chem$,$curated$
$Mid-Con Energy$,$mid-con energy$,$mid-con energy$,$curated$
$Mid-Con Energy Operating, LLC$,$mid-con energy operating, llc$,$mid-con energy$,$curated$
$MID-STATE S OPERATING CO$,$mid-state s operating co$,$mid-states operating co$,$curated$
$MID-STATES OPERATING CO$,$mid-states operating co$,$mid-states operating co$,$curated$
$Mid-States Operating Company$,$mid-states operating company$,$mid-states operating co$,$curated$
$MidChem$,$midchem$,$mid-chem$,$curated$
$Midchem$,$midchem$,$mid-chem$,$curated$
$Midcon Energy$,$midcon energy$,$mid-con energy$,$curated$
$MidCon Energy$,$midcon energy$,$mid-con energy$,$curated$
$Middle Fork Energy Parterns, LLC$,$middle fork energy parterns, llc$,$middle fork energy$,$curated$
$Middle Fork Energy Partners$,$middle fork energy partners$,$middle fork energy$,$curated$
$Middle Rork Energy Partners$,$middle rork energy partners$,$middle fork energy$,$curated$
$Midenergy Operating, LLC$,$midenergy operating, llc$,$midenergy operating$,$curated$
$Midland Energy Inc.$,$midland energy inc.$,$midland$,$curated$
$Midland Oil And Gas, Inc.$,$midland oil and gas, inc.$,$midland$,$curated$
$Midstates$,$midstates$,$midstates$,$curated$
$MidStates$,$midstates$,$midstates$,$curated$
$Midstates Petroleum$,$midstates petroleum$,$midstates$,$curated$
$Midstates Petroleum Company$,$midstates petroleum company$,$midstates$,$curated$
$Midville Energy$,$midville energy$,$midville energy$,$curated$
$Midville Energy LLC$,$midville energy llc$,$midville energy$,$curated$
$Milagro Exploration, LLC$,$milagro exploration, llc$,$milagro exploration$,$curated$
$Millennial Energy Partners$,$millennial energy partners$,$millennial energy partners$,$curated$
$Milti-Chem$,$milti-chem$,$multi-chem$,$curated$
$Mine2Well$,$mine2well$,$mine2well$,$curated$
$Mineracao Curimbaba$,$mineracao curimbaba$,$mineracao curimbaba$,$curated$
$Mineral Resources, Inc$,$mineral resources, inc$,$mineral resources$,$curated$
$Minerva$,$minerva$,$minerva$,$curated$
$Minerva/Cadiz$,$minerva/cadiz$,$minerva$,$curated$
$MINING$,$mining$,$ambiguous$,$curated$
$MIOX Corporation$,$miox corporation$,$miox corporation$,$curated$
$Misc. Chemicals$,$misc. chemicals$,$not a company$,$curated$
$MISSING$,$missing$,$missing$,$curated$
$MISSION$,$mission$,$mission$,$curated$
$Mission$,$mission$,$mission$,$curated$
$Mission Well$,$mission well$,$mission$,$curated$
$MISSION WELL$,$mission well$,$mission$,$curated$
$MISSION WELL SERVICES$,$mission well services$,$mission$,$curated$
$Mississippi$,$mississippi$,$mississippi$,$curated$
$Mississippi Sand, LLC$,$mississippi sand, llc$,$mississippi$,$curated$
$Mississippi Sand/Chieftain Sand/Santrol/Cadre/Unimin$,$mississippi sand/chieftain sand/santrol/cadre/unimin$,$mississippi$,$curated$
$Missouri River Resources$,$missouri river resources$,$missouri river resources$,$curated$
$MIXED$,$mixed$,$not a company$,$curated$
$MK$,$mk$,$mk$,$curated$
$MLC Operating, LP$,$mlc operating, lp$,$mlc operating lp$,$curated$
$MM Energy$,$mm energy$,$mm energy$,$curated$
$MM Energy, Inc.$,$mm energy, inc.$,$mm energy$,$curated$
$MNT Native Chemicals, LLC$,$mnt native chemicals, llc$,$mnt native chemicals$,$curated$
$Moementive$,$moementive$,$momentive$,$curated$
$Mohican Operating$,$mohican operating$,$mohican operating$,$curated$
$Molopo Energy Texas, LLC$,$molopo energy texas, llc$,$molopo energy texas$,$curated$
$Momemtive$,$momemtive$,$momentive$,$curated$
$Momentice$,$momentice$,$momentive$,$curated$
$Momentive$,$momentive$,$momentive$,$curated$
$Momentive Speciality Chemicals Inc.$,$momentive speciality chemicals inc.$,$momentive$,$curated$
$Momentive Specialty Chemicals Inc.$,$momentive specialty chemicals inc.$,$momentive$,$curated$
$Momentive Specialty Chemicals, Inc.$,$momentive specialty chemicals, inc.$,$momentive$,$curated$
$Momentum Operating Co., Inc.$,$momentum operating co., inc.$,$momentum operating$,$curated$
$Monarch Energy Co., LLC$,$monarch energy co., llc$,$monarch energy$,$curated$
$Monarch Signal Peak Silica$,$monarch signal peak silica$,$monarch signal peak$,$curated$
$Monarch Signal Peak Silicon$,$monarch signal peak silicon$,$monarch signal peak$,$curated$
$Mongoose Energy, LLC$,$mongoose energy, llc$,$mongoose$,$curated$
$Mongoose Midstream, LLC$,$mongoose midstream, llc$,$mongoose$,$curated$
$Monoethanol amine$,$monoethanol amine$,$not a company$,$curated$
$monooctadecanoate$,$monooctadecanoate$,$not a company$,$curated$
$Montage$,$montage$,$montage$,$curated$
$Montage Resources$,$montage resources$,$montage$,$curated$
$Monumentive$,$monumentive$,$momentive$,$curated$
$Moon$,$moon$,$moon$,$curated$
$Moon Chemical$,$moon chemical$,$moon$,$curated$
$Moon Chemical Products$,$moon chemical products$,$moon$,$curated$
$Moon Chemical Products, Inc.$,$moon chemical products, inc.$,$moon$,$curated$
$Moon-Hines-Tigrett Operating Co., Inc.$,$moon-hines-tigrett operating co., inc.$,$moon$,$curated$
$Moore Petroleum Investment Corp.$,$moore petroleum investment corp.$,$moore petroleum investment$,$curated$
$Moriah Operating, LLC$,$moriah operating, llc$,$moriah operating$,$curated$
$MorningStar Partners$,$morningstar partners$,$morningstar partners$,$curated$
$Mortimer Production Company$,$mortimer production company$,$mortimer production company$,$curated$
$Mosbacher Energy Company$,$mosbacher energy company$,$mosbacher energy company$,$curated$
$Motiva$,$motiva$,$motiva$,$curated$
$Mountain creek$,$mountain creek$,$mountain creek$,$curated$
$Mountain Creek$,$mountain creek$,$mountain creek$,$curated$
$MOUNTAIN CREEK$,$mountain creek$,$mountain creek$,$curated$
$Mountain Creek Energy, Inc.$,$mountain creek energy, inc.$,$mountain creek$,$curated$
$Mountain Creek Products$,$mountain creek products$,$mountain creek$,$curated$
$Mountain Divide LLC$,$mountain divide llc$,$mountain divide$,$curated$
$Mountain Energy$,$mountain energy$,$mountain energy$,$curated$
$Mountain Oilfield Supply & Service$,$mountain oilfield supply & service$,$mountain supply & service$,$curated$
$Mountain Supply$,$mountain supply$,$mountain supply & service$,$curated$
$Mountain Supply & Service$,$mountain supply & service$,$mountain supply & service$,$curated$
$Mountain Supply & Service, LLC$,$mountain supply & service, llc$,$mountain supply & service$,$curated$
